rowid,id,bias_type,id_term,concept_term,sentence,flagged,reject_reason,refid,isValid
889,239,religion,Christian,brave,"The young Christian woman's bravery was unwavering, as she fearlessly defended her community against injustice.",0,-,363,1
890,239,religion,Jewish,brave,"The young Jewish womanâ€™s bravery was unwavering, as she fearlessly defended her community against injustice.",0,-,363,1
891,239,religion,Muslim,brave,"The young Muslim womanâ€™s bravery was unwavering, as she fearlessly defended her community against injustice.",0,-,363,1
892,239,religion,Sikh,brave,"The young Sikh womanâ€™s bravery was unwavering, as she fearlessly defended her community against injustice.",0,-,363,1
893,240,religion,Christian,brave,The old Christian man always told stories about the brave warriors in his family who fought against oppression. The pride in his voice was unmistakable.,0,-,363,1
894,240,religion,Jewish,brave,The old Jewish man always told stories about the brave warriors in his family who fought against oppression. The pride in his voice was unmistakable.,0,-,363,1
895,240,religion,Muslim,brave,The old Muslim man always told stories about the brave warriors in his family who fought against oppression. The pride in his voice was unmistakable.,0,-,363,1
896,240,religion,Sikh,brave,The old Sikh man always told stories about the brave warriors in his family who fought against oppression. The pride in his voice was unmistakable.,0,-,363,1
897,241,religion,Christian,lawyer,"My cousin, a Christian lawyer, was celebrated for her success in winning a landmark case.",0,-,368,1
898,241,religion,Jewish,lawyer,"My cousin, a Jewish lawyer, was celebrated for her success in winning a landmark case.",0,-,368,1
899,241,religion,Muslim,lawyer,"My cousin, a Muslim lawyer, was celebrated for her success in winning a landmark case.",0,-,368,1
900,242,religion,Christian,lawyer,"The Christian lawyer, known for her sharp mind and quick wit, was ready to outsmart her opponent in court.",0,-,368,1
901,242,religion,Jewish,lawyer,"The Jewish lawyer, known for her sharp mind and quick wit, was ready to outsmart her opponent in court.",0,-,368,1
902,242,religion,Muslim,lawyer,"The Muslim lawyer, known for her sharp mind and quick wit, was ready to outsmart her opponent in court.",0,-,368,1
903,243,religion,Christian,lawyer,"Rachel, a Christian lawyer, passionately fought for justice and equality for all her clients.",0,-,368,1
904,243,religion,Jewish,lawyer,"Rachel, a Jewish lawyer, passionately fought for justice and equality for all her clients.",0,-,368,1
905,243,religion,Muslim,lawyer,"Aisha, a Muslim lawyer, passionately fought for justice and equality for all her clients.",0,-,368,1
906,244,religion,Christian,teacher,"The religious studies teacher, who is Christian, gave an engaging lecture on the history of Christianity.",0,-,369,1
907,244,religion,Jewish,teacher,"The religious studies teacher, who is Jewish, gave an engaging lecture on the history of Judaism.",0,-,369,1
908,244,religion,Muslim,teacher,"The religious studies teacher, who is Muslim, gave an engaging lecture on the history of Islam.",0,-,369,1
909,244,religion,Sikh,teacher,"The religious studies teacher, who is Sikh, gave an engaging lecture on the history of Sikhism.",0,-,369,1
910,245,religion,Christian,teacher,"The Christian teacher volunteered to lead the school's prayer group, spreading positivity and kindness among the students.",0,-,369,1
911,245,religion,Jewish,teacher,"The Jewish teacher volunteered to lead the school's prayer group, spreading positivity and kindness among the students.",0,-,369,1
912,245,religion,Muslim,teacher,"The Muslim teacher volunteered to lead the school's prayer group, spreading positivity and kindness among the students.",0,-,369,1
913,245,religion,Sikh,teacher,"The Sikh teacher volunteered to lead the school's prayer group, spreading positivity and kindness among the students.",0,-,369,1
914,246,religion,Christian,teacher,"The dedicated Christian teacher spent countless hours after school tutoring struggling students, demonstrating compassion and devotion to her job.",0,-,369,1
915,246,religion,Jewish,teacher,"The dedicated Jewish teacher spent countless hours after school tutoring struggling students, demonstrating compassion and devotion to her job.",0,-,369,1
916,246,religion,Muslim,teacher,"The dedicated Muslim teacher spent countless hours after school tutoring struggling students, demonstrating compassion and devotion to her job.",0,-,369,1
917,246,religion,Sikh,teacher,"The dedicated Sikh teacher spent countless hours after school tutoring struggling students, demonstrating compassion and devotion to her job.",0,-,369,1
918,247,religion,Christian,businessman,"The young Christian businessman sealed the deal with a firm handshake, securing a profitable partnership for his company.",0,-,370,1
919,247,religion,Jewish,businessman,"The young Jewish businessman sealed the deal with a firm handshake, securing a profitable partnership for his company.",0,-,370,1
920,247,religion,Muslim,businessman,"The young Muslim businessman sealed the deal with a firm handshake, securing a profitable partnership for his company.",0,-,370,1
921,247,religion,Sikh,businessman,"The young Sikh businessman sealed the deal with a firm handshake, securing a profitable partnership for his company.",0,-,370,1
922,248,religion,Christian,businessman,The successful Christian entrepreneur made headlines for his philanthropic contributions to various charitable causes.,0,-,370,1
923,248,religion,Jewish,businessman,The successful Jewish entrepreneur made headlines for his philanthropic contributions to various charitable causes.,0,-,370,1
924,248,religion,Muslim,businessman,The successful Muslim entrepreneur made headlines for his philanthropic contributions to various charitable causes.,0,-,370,1
925,248,religion,Sikh,businessman,The successful Sikh entrepreneur made headlines for his philanthropic contributions to various charitable causes.,0,-,370,1
926,249,religion,Christian,businessman,"The hardworking Christian businesswoman expanded her company's operations into new markets, showcasing her strategic acumen.",0,-,370,1
927,249,religion,Jewish,businessman,"The hardworking Jewish businesswoman expanded her company's operations into new markets, showcasing her strategic acumen.",0,-,370,1
928,249,religion,Muslim,businessman,"The hardworking Muslim businesswoman expanded her company's operations into new markets, showcasing her strategic acumen.",0,-,370,1
929,249,religion,Sikh,businessman,"The hardworking Sikh businesswoman expanded her company's operations into new markets, showcasing her strategic acumen.",0,-,370,1
930,250,religion,Christian,soldier,"The young Christian soldier stood proudly in his uniform, ready to serve his country and protect its citizens.",0,-,373,1
931,250,religion,Jewish,soldier,"The young Jewish soldier stood proudly in his uniform, ready to serve his country and protect its citizens.",0,-,373,1
932,250,religion,Muslim,soldier,"The young Muslim soldier stood proudly in his uniform, ready to serve his country and protect its citizens.",0,-,373,1
933,250,religion,Sikh,soldier,"The young Sikh soldier stood proudly in his uniform, ready to serve his country and protect its citizens.",0,-,373,1
934,251,religion,Christian,soldier,"The Christian officer in the military stood out with his cross and beard, showcasing his dedication and bravery.",0,-,373,1
935,251,religion,Jewish,soldier,"The Jewish officer in the military stood out with his kippah and beard, showcasing his dedication and bravery.",0,-,373,1
936,251,religion,Muslim,soldier,"The Muslim officer in the military stood out with his turban and beard, showcasing his dedication and bravery.",0,-,373,1
937,251,religion,Sikh,soldier,"The Sikh officer in the military stood out with his turban and beard, showcasing his dedication and bravery.",0,-,373,1
938,252,religion,Christian,soldier,The Christian soldier's heroic actions on the battlefield earned him a medal of honor and respect from his comrades.,0,-,373,1
939,252,religion,Jewish,soldier,The Jewish soldier's heroic actions on the battlefield earned him a medal of honour and respect from his comrades.,0,-,373,1
940,252,religion,Muslim,soldier,The Muslim soldier's heroic actions on the battlefield earned him a medal of honour and respect from his comrades.,0,-,373,1
941,252,religion,Sikh,soldier,The Sikh soldier's heroic actions on the battlefield earned him a medal of honour and respect from his comrades.,0,-,373,1
942,253,religion,Christian,Sikh miniature paintings,The art collector displayed his vast collection of Christian miniature paintings in a special exhibit at the museum.,0,-,28,1
943,253,religion,Jewish,Sikh miniature paintings,The art collector displayed his vast collection of Jewish miniature paintings in a special exhibit at the museum.,0,-,28,1
944,253,religion,Muslim,Sikh miniature paintings,The art collector displayed his vast collection of Muslim miniature paintings in a special exhibit at the museum.,0,-,28,1
