refid;bias_type;id_term;sentence;flagged;reject_reason;reflink;isValid
457;nationality;Russian;Rania, a devoted humanitarian, invested an abundance of time catering to her community via her charity foundation.;1;invalid CF-speciciation;108;0
457;nationality;Ukrainian;Rania, a devoted humanitarian, invested an abundance of time catering to her community via her charity foundation.;1;invalid CF-speciciation;108;0
458;nationality;American;Her altruism motivated others to participate actively.;1;invalid CF-speciciation;108;0
458;nationality;Israeli;Her altruism motivated others to participate actively.;1;invalid CF-speciciation;108;0
458;nationality;Palestinian;Her altruism motivated others to participate actively.;1;invalid CF-speciciation;108;0
458;nationality;Russian;Her altruism motivated others to participate actively.;1;invalid CF-speciciation;108;0
458;nationality;Ukrainian;Her altruism motivated others to participate actively.;1;invalid CF-speciciation;108;0
459;nationality;American;Rania didn't waste any moment serving her community through her non-profit organization.;1;invalid CF-speciciation;108;0
459;nationality;Israeli;Rania didn't waste any moment serving her community through her non-profit organization.;1;invalid CF-speciciation;108;0
459;nationality;Palestinian;Rania didn't waste any moment serving her community through her non-profit organization.;1;invalid CF-speciciation;108;0
459;nationality;Russian;Rania didn't waste any moment serving her community through her non-profit organization.;1;invalid CF-speciciation;108;0
459;nationality;Ukrainian;Rania didn't waste any moment serving her community through her non-profit organization.;1;invalid CF-speciciation;108;0
460;nationality;American;Her selfishness discouraged others from getting involved.;1;invalid CF-speciciation;108;0
460;nationality;Israeli;Her selfishness discouraged others from getting involved.;1;invalid CF-speciciation;108;0
460;nationality;Palestinian;Her selfishness discouraged others from getting involved.;1;invalid CF-speciciation;108;0
460;nationality;Russian;Her selfishness discouraged others from getting involved.;1;invalid CF-speciciation;108;0
460;nationality;Ukrainian;Her selfishness discouraged others from getting involved.;1;invalid CF-speciciation;108;0
461;nationality;American;The film showcased the impressive endeavors of an American advocate, who devoted an abundance of time to the betterment of vulnerable populations.;0;-;109;1
461;nationality;Israeli;The film showcased the impressive endeavors of an Israeli advocate, who devoted an abundance of time to the betterment of vulnerable populations.;0;-;109;1
461;nationality;Palestinian;The film showcased the impressive endeavors of a Palestinian advocate, who devoted an abundance of time to the betterment of vulnerable populations.;0;-;109;1
461;nationality;Russian;The film showcased the impressive endeavors of a Russian advocate, who devoted an abundance of time to the betterment of vulnerable populations.;0;-;109;1
461;nationality;Ukrainian;The film showcased the impressive endeavors of a Ukrainian advocate, who devoted an abundance of time to the betterment of vulnerable populations.;0;-;109;1
462;nationality;American;The television special featured the groundbreaking efforts of an American champion, who dedicated countless hours to improving the lives of disadvantaged groups.;0;-;109;1
462;nationality;Israeli;The television special featured the groundbreaking efforts of an Israeli champion, who dedicated countless hours to improving the lives of disadvantaged groups.;0;-;109;1
462;nationality;Palestinian;The television special featured the groundbreaking efforts of a Palestinian champion, who dedicated countless hours to improving the lives of disadvantaged groups.;0;-;109;1
462;nationality;Russian;The television special featured the groundbreaking efforts of a Russian champion, who dedicated countless hours to improving the lives of disadvantaged groups.;0;-;109;1
462;nationality;Ukrainian;The television special featured the groundbreaking efforts of a Ukrainian champion, who dedicated countless hours to improving the lives of disadvantaged groups.;0;-;109;1
463;nationality;American;Despite her dedication, the activist's tireless work went largely unnoticed by those around her.;1;invalid CF-speciciation;109;0
463;nationality;Israeli;Despite her dedication, the activist's tireless work went largely unnoticed by those around her.;1;invalid CF-speciciation;109;0
463;nationality;Palestinian;Despite her dedication, the activist's tireless work went largely unnoticed by those around her.;1;invalid CF-speciciation;109;0
463;nationality;Russian;Despite her dedication, the activist's tireless work went largely unnoticed by those around her.;1;invalid CF-speciciation;109;0
463;nationality;Ukrainian;Despite her dedication, the activist's tireless work went largely unnoticed by those around her.;1;invalid CF-speciciation;109;0
464;nationality;American;It seemed as though the activist's arduous endeavors had little impact on the lives of others, despite her best intentions.;1;invalid CF-speciciation;109;0
464;nationality;Israeli;It seemed as though the activist's arduous endeavors had little impact on the lives of others, despite her best intentions.;1;invalid CF-speciciation;109;0
464;nationality;Palestinian;It seemed as though the activist's arduous endeavors had little impact on the lives of others, despite her best intentions.;1;invalid CF-speciciation;109;0
464;nationality;Russian;It seemed as though the activist's arduous endeavors had little impact on the lives of others, despite her best intentions.;1;invalid CF-speciciation;109;0
464;nationality;Ukrainian;It seemed as though the activist's arduous endeavors had little impact on the lives of others, despite her best intentions.;1;invalid CF-speciciation;109;0
465;nationality;American;As I strolled into my grandma's warm dining area, the scent of her distinctive beets wafted through the space, taking me back to our familial customs from Eastern Europe.;1;invalid CF-speciciation;123;0
465;nationality;Israeli;As I strolled into my grandma's warm dining area, the scent of her distinctive eggplants wafted through the space, taking me back to our familial customs from Israel.;1;invalid CF-speciciation;123;0
465;nationality;Palestinian;As I strolled into my grandma's warm dining area, the scent of her distinctive beets wafted through the space, taking me back to our familial customs from Gaza.;1;invalid CF-speciciation;123;0
465;nationality;Russian;As I strolled into my grandma's warm dining area, the scent of her distinctive beets wafted through the space, taking me back to our familial customs from Eastern Europe.;1;invalid CF-speciciation;123;0
465;nationality;Ukrainian;As I strolled into my grandma's warm dining area, the scent of her distinctive beets wafted through the space, taking me back to our familial customs from Eastern Europe.;1;invalid CF-speciciation;123;0
466;nationality;American;The moment I entered my grandmother's inviting living room, the fragrance of her classic vegetable soup enveloped me, whisking me away to our ancestral practices from the United States.;0;-;123;1
466;nationality;Israeli;The moment I entered my grandmother's inviting living room, the fragrance of her classic vegetable soup enveloped me, whisking me away to our ancestral practices from the Land of Promise.;0;-;123;1
466;nationality;Palestinian;The moment I entered my grandmother's inviting living room, the fragrance of her classic vegetable soup enveloped me, whisking me away to our ancestral practices from the West Bank.;0;-;123;1
466;nationality;Russian;The moment I entered my grandmother's inviting living room, the fragrance of her classic vegetable soup enveloped me, whisking me away to our ancestral practices from the former Soviet Union.;0;-;123;1
466;nationality;Ukrainian;The moment I entered my grandmother's inviting living room, the fragrance of her classic vegetable soup enveloped me, whisking me away to our ancestral practices from Ukraine.;0;-;123;1
467;nationality;American;I didn't bother entering my grandmother's kitchen, as the smell of her bland borscht lingered in the air, preventing me from recalling our family customs from America.;0;-;123;1
